Tegund launa;Launatafla;Dagsetning;Upphæð;Í gildi
Mánaðarlaun;653-134-4 (Kjölur, BSRB og SÍS);01.01.2021;439.670;Y
Mánaðarlaun;653-134-6 (Kjölur, BSRB og SÍS);01.01.2021;448.126;Y
Mánaðarlaun;653-134-8 (Kjölur, BSRB og SÍS);01.01.2021;456.581;Y
Mánaðarlaun;653-135-0 (Kjölur, BSRB og SÍS);01.01.2021;426.696;Y
Mánaðarlaun;653-135-10 (Kjölur, BSRB og SÍS);01.01.2021;469.366;Y
Mánaðarlaun;653-135-12 (Kjölur, BSRB og SÍS);01.01.2021;477.900;Y
Mánaðarlaun;653-135-14 (Kjölur, BSRB og SÍS);01.01.2021;486.433;Y
Mánaðarlaun;653-135-16 (Kjölur, BSRB og SÍS);01.01.2021;494.967;Y
Mánaðarlaun;653-135-2 (Kjölur, BSRB og SÍS);01.01.2021;435.230;Y
Mánaðarlaun;653-135-4 (Kjölur, BSRB og SÍS);01.01.2021;443.764;Y
Mánaðarlaun;653-135-6 (Kjölur, BSRB og SÍS);01.01.2021;452.298;Y
Mánaðarlaun;653-135-8 (Kjölur, BSRB og SÍS);01.01.2021;460.832;Y
Mánaðarlaun;653-136-0 (Kjölur, BSRB og SÍS);01.01.2021;430.675;Y
Mánaðarlaun;653-136-10 (Kjölur, BSRB og SÍS);01.01.2021;473.743;Y
Mánaðarlaun;653-136-12 (Kjölur, BSRB og SÍS);01.01.2021;482.356;Y
Mánaðarlaun;653-136-14 (Kjölur, BSRB og SÍS);01.01.2021;490.970;Y
Mánaðarlaun;653-136-16 (Kjölur, BSRB og SÍS);01.01.2021;499.583;Y
Mánaðarlaun;653-136-2 (Kjölur, BSRB og SÍS);01.01.2021;439.289;Y
Mánaðarlaun;653-136-4 (Kjölur, BSRB og SÍS);01.01.2021;447.902;Y
Mánaðarlaun;653-136-6 (Kjölur, BSRB og SÍS);01.01.2021;456.516;Y
Mánaðarlaun;653-136-8 (Kjölur, BSRB og SÍS);01.01.2021;465.129;Y
Mánaðarlaun;653-137-0 (Kjölur, BSRB og SÍS);01.01.2021;434.697;Y
Mánaðarlaun;653-137-10 (Kjölur, BSRB og SÍS);01.01.2021;478.167;Y
Mánaðarlaun;653-137-12 (Kjölur, BSRB og SÍS);01.01.2021;486.861;Y
Mánaðarlaun;653-137-14 (Kjölur, BSRB og SÍS);01.01.2021;495.555;Y
Mánaðarlaun;653-137-16 (Kjölur, BSRB og SÍS);01.01.2021;504.249;Y
Mánaðarlaun;653-137-2 (Kjölur, BSRB og SÍS);01.01.2021;443.391;Y
Mánaðarlaun;653-137-4 (Kjölur, BSRB og SÍS);01.01.2021;452.085;Y
Mánaðarlaun;653-137-6 (Kjölur, BSRB og SÍS);01.01.2021;460.779;Y
Mánaðarlaun;653-137-8 (Kjölur, BSRB og SÍS);01.01.2021;469.473;Y
Mánaðarlaun;653-138-0 (Kjölur, BSRB og SÍS);01.01.2021;438.764;Y
Mánaðarlaun;653-138-10 (Kjölur, BSRB og SÍS);01.01.2021;482.640;Y
Mánaðarlaun;653-138-12 (Kjölur, BSRB og SÍS);01.01.2021;491.416;Y
Mánaðarlaun;653-138-14 (Kjölur, BSRB og SÍS);01.01.2021;500.191;Y
Mánaðarlaun;653-138-16 (Kjölur, BSRB og SÍS);01.01.2021;508.966;Y
Mánaðarlaun;653-138-2 (Kjölur, BSRB og SÍS);01.01.2021;447.539;Y
Mánaðarlaun;653-138-4 (Kjölur, BSRB og SÍS);01.01.2021;456.315;Y
Mánaðarlaun;653-138-6 (Kjölur, BSRB og SÍS);01.01.2021;465.090;Y
Mánaðarlaun;653-138-8 (Kjölur, BSRB og SÍS);01.01.2021;473.865;Y
Mánaðarlaun;653-139-0 (Kjölur, BSRB og SÍS);01.01.2021;442.876;Y
Mánaðarlaun;653-139-10 (Kjölur, BSRB og SÍS);01.01.2021;487.164;Y
Mánaðarlaun;653-139-12 (Kjölur, BSRB og SÍS);01.01.2021;496.021;Y
Mánaðarlaun;653-139-14 (Kjölur, BSRB og SÍS);01.01.2021;504.879;Y
Mánaðarlaun;653-139-16 (Kjölur, BSRB og SÍS);01.01.2021;513.736;Y
Mánaðarlaun;653-139-2 (Kjölur, BSRB og SÍS);01.01.2021;451.734;Y
Mánaðarlaun;653-139-4 (Kjölur, BSRB og SÍS);01.01.2021;460.591;Y
Mánaðarlaun;653-139-6 (Kjölur, BSRB og SÍS);01.01.2021;469.449;Y
Mánaðarlaun;653-139-8 (Kjölur, BSRB og SÍS);01.01.2021;478.306;Y
Mánaðarlaun;653-140-0 (Kjölur, BSRB og SÍS);01.01.2021;447.031;Y
Mánaðarlaun;653-140-10 (Kjölur, BSRB og SÍS);01.01.2021;491.734;Y
Mánaðarlaun;653-140-12 (Kjölur, BSRB og SÍS);01.01.2021;500.675;Y
Mánaðarlaun;653-140-14 (Kjölur, BSRB og SÍS);01.01.2021;509.615;Y
Mánaðarlaun;653-140-16 (Kjölur, BSRB og SÍS);01.01.2021;518.556;Y
Mánaðarlaun;653-140-2 (Kjölur, BSRB og SÍS);01.01.2021;455.972;Y
Mánaðarlaun;653-140-4 (Kjölur, BSRB og SÍS);01.01.2021;464.912;Y
Mánaðarlaun;653-140-6 (Kjölur, BSRB og SÍS);01.01.2021;473.853;Y
Mánaðarlaun;653-140-8 (Kjölur, BSRB og SÍS);01.01.2021;482.793;Y
Mánaðarlaun;653-141-0 (Kjölur, BSRB og SÍS);01.01.2021;451.233;Y
Mánaðarlaun;653-141-10 (Kjölur, BSRB og SÍS);01.01.2021;496.356;Y
Mánaðarlaun;653-141-12 (Kjölur, BSRB og SÍS);01.01.2021;505.381;Y
Mánaðarlaun;653-141-14 (Kjölur, BSRB og SÍS);01.01.2021;514.406;Y
Mánaðarlaun;653-141-16 (Kjölur, BSRB og SÍS);01.01.2021;523.430;Y
Mánaðarlaun;653-141-2 (Kjölur, BSRB og SÍS);01.01.2021;460.258;Y
Mánaðarlaun;653-141-4 (Kjölur, BSRB og SÍS);01.01.2021;469.282;Y
Mánaðarlaun;653-141-6 (Kjölur, BSRB og SÍS);01.01.2021;478.307;Y
Mánaðarlaun;653-141-8 (Kjölur, BSRB og SÍS);01.01.2021;487.332;Y
Mánaðarlaun;653-142-0 (Kjölur, BSRB og SÍS);01.01.2021;455.482;Y
Mánaðarlaun;653-142-10 (Kjölur, BSRB og SÍS);01.01.2021;501.030;Y
Mánaðarlaun;653-142-12 (Kjölur, BSRB og SÍS);01.01.2021;510.140;Y
Mánaðarlaun;653-142-14 (Kjölur, BSRB og SÍS);01.01.2021;519.249;Y
Mánaðarlaun;653-142-16 (Kjölur, BSRB og SÍS);01.01.2021;528.359;Y
Mánaðarlaun;653-142-2 (Kjölur, BSRB og SÍS);01.01.2021;464.592;Y
Mánaðarlaun;653-142-4 (Kjölur, BSRB og SÍS);01.01.2021;473.701;Y
Mánaðarlaun;653-142-6 (Kjölur, BSRB og SÍS);01.01.2021;482.811;Y
Mánaðarlaun;653-142-8 (Kjölur, BSRB og SÍS);01.01.2021;491.921;Y
Mánaðarlaun;653-143-0 (Kjölur, BSRB og SÍS);01.01.2021;459.778;Y
Mánaðarlaun;653-143-10 (Kjölur, BSRB og SÍS);01.01.2021;505.756;Y
Mánaðarlaun;653-143-12 (Kjölur, BSRB og SÍS);01.01.2021;514.951;Y
Mánaðarlaun;653-143-14 (Kjölur, BSRB og SÍS);01.01.2021;524.147;Y
Mánaðarlaun;653-143-16 (Kjölur, BSRB og SÍS);01.01.2021;533.342;Y
Mánaðarlaun;653-143-2 (Kjölur, BSRB og SÍS);01.01.2021;468.974;Y
Mánaðarlaun;653-143-4 (Kjölur, BSRB og SÍS);01.01.2021;478.169;Y
Mánaðarlaun;653-143-6 (Kjölur, BSRB og SÍS);01.01.2021;487.365;Y
Mánaðarlaun;653-143-8 (Kjölur, BSRB og SÍS);01.01.2021;496.560;Y
Mánaðarlaun;653-144-0 (Kjölur, BSRB og SÍS);01.01.2021;464.121;Y
Mánaðarlaun;653-144-10 (Kjölur, BSRB og SÍS);01.01.2021;510.533;Y
Mánaðarlaun;653-144-12 (Kjölur, BSRB og SÍS);01.01.2021;519.816;Y
Mánaðarlaun;653-144-14 (Kjölur, BSRB og SÍS);01.01.2021;529.098;Y
Mánaðarlaun;653-144-16 (Kjölur, BSRB og SÍS);01.01.2021;538.380;Y
Mánaðarlaun;653-144-2 (Kjölur, BSRB og SÍS);01.01.2021;473.403;Y
Mánaðarlaun;653-144-4 (Kjölur, BSRB og SÍS);01.01.2021;482.686;Y
Mánaðarlaun;653-144-6 (Kjölur, BSRB og SÍS);01.01.2021;491.968;Y
Mánaðarlaun;653-144-8 (Kjölur, BSRB og SÍS);01.01.2021;501.251;Y
Mánaðarlaun;653-145-0 (Kjölur, BSRB og SÍS);01.01.2021;468.511;Y
Mánaðarlaun;653-145-10 (Kjölur, BSRB og SÍS);01.01.2021;515.362;Y
Mánaðarlaun;653-145-12 (Kjölur, BSRB og SÍS);01.01.2021;524.732;Y
Mánaðarlaun;653-145-14 (Kjölur, BSRB og SÍS);01.01.2021;534.103;Y
Mánaðarlaun;653-145-16 (Kjölur, BSRB og SÍS);01.01.2021;543.473;Y
Mánaðarlaun;653-145-2 (Kjölur, BSRB og SÍS);01.01.2021;477.881;Y
Mánaðarlaun;653-145-4 (Kjölur, BSRB og SÍS);01.01.2021;487.251;Y
Mánaðarlaun;653-145-6 (Kjölur, BSRB og SÍS);01.01.2021;496.622;Y
Mánaðarlaun;653-145-8 (Kjölur, BSRB og SÍS);01.01.2021;505.992;Y
Mánaðarlaun;653-146-0 (Kjölur, BSRB og SÍS);01.01.2021;472.949;Y
Mánaðarlaun;653-146-10 (Kjölur, BSRB og SÍS);01.01.2021;520.244;Y
Mánaðarlaun;653-146-12 (Kjölur, BSRB og SÍS);01.01.2021;529.703;Y
Mánaðarlaun;653-146-14 (Kjölur, BSRB og SÍS);01.01.2021;539.162;Y
Mánaðarlaun;653-146-16 (Kjölur, BSRB og SÍS);01.01.2021;548.621;Y
Mánaðarlaun;653-146-2 (Kjölur, BSRB og SÍS);01.01.2021;482.408;Y
Mánaðarlaun;653-146-4 (Kjölur, BSRB og SÍS);01.01.2021;491.867;Y
Mánaðarlaun;653-146-6 (Kjölur, BSRB og SÍS);01.01.2021;501.326;Y
Mánaðarlaun;653-146-8 (Kjölur, BSRB og SÍS);01.01.2021;510.785;Y
Mánaðarlaun;653-147-0 (Kjölur, BSRB og SÍS);01.01.2021;477.437;Y
Mánaðarlaun;653-147-10 (Kjölur, BSRB og SÍS);01.01.2021;525.181;Y
Mánaðarlaun;653-147-12 (Kjölur, BSRB og SÍS);01.01.2021;534.729;Y
Mánaðarlaun;653-147-14 (Kjölur, BSRB og SÍS);01.01.2021;544.278;Y
Mánaðarlaun;653-147-16 (Kjölur, BSRB og SÍS);01.01.2021;553.827;Y
Mánaðarlaun;653-147-2 (Kjölur, BSRB og SÍS);01.01.2021;486.986;Y
Mánaðarlaun;653-147-4 (Kjölur, BSRB og SÍS);01.01.2021;496.534;Y
Mánaðarlaun;653-147-6 (Kjölur, BSRB og SÍS);01.01.2021;506.083;Y
Mánaðarlaun;653-147-8 (Kjölur, BSRB og SÍS);01.01.2021;515.632;Y
Mánaðarlaun;653-148-0 (Kjölur, BSRB og SÍS);01.01.2021;481.974;Y
Mánaðarlaun;653-148-10 (Kjölur, BSRB og SÍS);01.01.2021;530.171;Y
Mánaðarlaun;653-148-12 (Kjölur, BSRB og SÍS);01.01.2021;539.811;Y
Mánaðarlaun;653-148-14 (Kjölur, BSRB og SÍS);01.01.2021;549.450;Y
Mánaðarlaun;653-148-16 (Kjölur, BSRB og SÍS);01.01.2021;559.090;Y
Mánaðarlaun;653-148-2 (Kjölur, BSRB og SÍS);01.01.2021;491.613;Y
Mánaðarlaun;653-148-4 (Kjölur, BSRB og SÍS);01.01.2021;501.253;Y
Mánaðarlaun;653-148-6 (Kjölur, BSRB og SÍS);01.01.2021;510.892;Y
Mánaðarlaun;653-148-8 (Kjölur, BSRB og SÍS);01.01.2021;520.532;Y
Mánaðarlaun;653-149-0 (Kjölur, BSRB og SÍS);01.01.2021;486.561;Y
Mánaðarlaun;653-149-10 (Kjölur, BSRB og SÍS);01.01.2021;535.217;Y
Mánaðarlaun;653-149-12 (Kjölur, BSRB og SÍS);01.01.2021;544.948;Y
Mánaðarlaun;653-149-14 (Kjölur, BSRB og SÍS);01.01.2021;554.680;Y
Mánaðarlaun;653-149-16 (Kjölur, BSRB og SÍS);01.01.2021;564.411;Y
Mánaðarlaun;653-149-2 (Kjölur, BSRB og SÍS);01.01.2021;496.292;Y
Mánaðarlaun;653-149-4 (Kjölur, BSRB og SÍS);01.01.2021;506.023;Y
Mánaðarlaun;653-149-6 (Kjölur, BSRB og SÍS);01.01.2021;515.755;Y
Mánaðarlaun;653-149-8 (Kjölur, BSRB og SÍS);01.01.2021;525.486;Y
Mánaðarlaun;653-150-0 (Kjölur, BSRB og SÍS);01.01.2021;491.197;Y
Mánaðarlaun;653-150-10 (Kjölur, BSRB og SÍS);01.01.2021;540.317;Y
Mánaðarlaun;653-150-12 (Kjölur, BSRB og SÍS);01.01.2021;550.141;Y
Mánaðarlaun;653-150-14 (Kjölur, BSRB og SÍS);01.01.2021;559.965;Y
Mánaðarlaun;653-150-16 (Kjölur, BSRB og SÍS);01.01.2021;569.789;Y
Mánaðarlaun;653-150-2 (Kjölur, BSRB og SÍS);01.01.2021;501.021;Y
Mánaðarlaun;653-150-4 (Kjölur, BSRB og SÍS);01.01.2021;510.845;Y
Mánaðarlaun;653-150-6 (Kjölur, BSRB og SÍS);01.01.2021;520.669;Y
Mánaðarlaun;653-150-8 (Kjölur, BSRB og SÍS);01.01.2021;530.493;Y
Mánaðarlaun;653-151-0 (Kjölur, BSRB og SÍS);01.01.2021;495.887;Y
Mánaðarlaun;653-151-10 (Kjölur, BSRB og SÍS);01.01.2021;545.476;Y
Mánaðarlaun;653-151-12 (Kjölur, BSRB og SÍS);01.01.2021;555.393;Y
Mánaðarlaun;653-151-14 (Kjölur, BSRB og SÍS);01.01.2021;565.311;Y
Mánaðarlaun;653-151-16 (Kjölur, BSRB og SÍS);01.01.2021;575.229;Y
Mánaðarlaun;653-151-2 (Kjölur, BSRB og SÍS);01.01.2021;505.805;Y
Mánaðarlaun;653-151-4 (Kjölur, BSRB og SÍS);01.01.2021;515.722;Y
Mánaðarlaun;653-151-6 (Kjölur, BSRB og SÍS);01.01.2021;525.640;Y
Mánaðarlaun;653-151-8 (Kjölur, BSRB og SÍS);01.01.2021;535.558;Y
Mánaðarlaun;653-152-0 (Kjölur, BSRB og SÍS);01.01.2021;500.626;Y
Mánaðarlaun;653-152-10 (Kjölur, BSRB og SÍS);01.01.2021;550.689;Y
Mánaðarlaun;653-152-12 (Kjölur, BSRB og SÍS);01.01.2021;560.701;Y
Mánaðarlaun;653-152-14 (Kjölur, BSRB og SÍS);01.01.2021;570.714;Y
Mánaðarlaun;653-152-16 (Kjölur, BSRB og SÍS);01.01.2021;580.726;Y
Mánaðarlaun;653-152-2 (Kjölur, BSRB og SÍS);01.01.2021;510.639;Y
Mánaðarlaun;653-152-4 (Kjölur, BSRB og SÍS);01.01.2021;520.651;Y
Mánaðarlaun;653-152-6 (Kjölur, BSRB og SÍS);01.01.2021;530.664;Y
Mánaðarlaun;653-152-8 (Kjölur, BSRB og SÍS);01.01.2021;540.676;Y
Mánaðarlaun;653-153-0 (Kjölur, BSRB og SÍS);01.01.2021;505.417;Y
Mánaðarlaun;653-153-10 (Kjölur, BSRB og SÍS);01.01.2021;555.959;Y
Mánaðarlaun;653-153-12 (Kjölur, BSRB og SÍS);01.01.2021;566.067;Y
Mánaðarlaun;653-153-14 (Kjölur, BSRB og SÍS);01.01.2021;576.175;Y
Mánaðarlaun;653-153-16 (Kjölur, BSRB og SÍS);01.01.2021;586.284;Y
Mánaðarlaun;653-153-2 (Kjölur, BSRB og SÍS);01.01.2021;515.525;Y
Mánaðarlaun;653-153-4 (Kjölur, BSRB og SÍS);01.01.2021;525.634;Y
Mánaðarlaun;653-153-6 (Kjölur, BSRB og SÍS);01.01.2021;535.742;Y
Mánaðarlaun;653-153-8 (Kjölur, BSRB og SÍS);01.01.2021;545.850;Y
Mánaðarlaun;653-154-0 (Kjölur, BSRB og SÍS);01.01.2021;510.262;Y
Mánaðarlaun;653-154-10 (Kjölur, BSRB og SÍS);01.01.2021;561.288;Y
Mánaðarlaun;653-154-12 (Kjölur, BSRB og SÍS);01.01.2021;571.493;Y
Mánaðarlaun;653-154-14 (Kjölur, BSRB og SÍS);01.01.2021;581.699;Y
Mánaðarlaun;653-154-16 (Kjölur, BSRB og SÍS);01.01.2021;591.904;Y
Mánaðarlaun;653-154-2 (Kjölur, BSRB og SÍS);01.01.2021;520.467;Y
Mánaðarlaun;653-154-4 (Kjölur, BSRB og SÍS);01.01.2021;530.672;Y
Mánaðarlaun;653-154-6 (Kjölur, BSRB og SÍS);01.01.2021;540.878;Y
Mánaðarlaun;653-154-8 (Kjölur, BSRB og SÍS);01.01.2021;551.083;Y
Mánaðarlaun;653-155-0 (Kjölur, BSRB og SÍS);01.01.2021;515.160;Y
Mánaðarlaun;653-155-10 (Kjölur, BSRB og SÍS);01.01.2021;566.676;Y
Mánaðarlaun;653-155-12 (Kjölur, BSRB og SÍS);01.01.2021;576.979;Y
Mánaðarlaun;653-155-14 (Kjölur, BSRB og SÍS);01.01.2021;587.282;Y
Mánaðarlaun;653-155-16 (Kjölur, BSRB og SÍS);01.01.2021;597.586;Y
Mánaðarlaun;653-155-2 (Kjölur, BSRB og SÍS);01.01.2021;525.463;Y
Mánaðarlaun;653-155-4 (Kjölur, BSRB og SÍS);01.01.2021;535.766;Y
Mánaðarlaun;653-155-6 (Kjölur, BSRB og SÍS);01.01.2021;546.070;Y
Mánaðarlaun;653-155-8 (Kjölur, BSRB og SÍS);01.01.2021;556.373;Y
Mánaðarlaun;653-156-0 (Kjölur, BSRB og SÍS);01.01.2021;520.113;Y
Mánaðarlaun;653-156-10 (Kjölur, BSRB og SÍS);01.01.2021;572.124;Y
Mánaðarlaun;653-156-12 (Kjölur, BSRB og SÍS);01.01.2021;582.527;Y
Mánaðarlaun;653-156-14 (Kjölur, BSRB og SÍS);01.01.2021;592.929;Y
Mánaðarlaun;653-156-16 (Kjölur, BSRB og SÍS);01.01.2021;603.331;Y
Mánaðarlaun;653-156-2 (Kjölur, BSRB og SÍS);01.01.2021;530.515;Y
Mánaðarlaun;653-156-4 (Kjölur, BSRB og SÍS);01.01.2021;540.918;Y
Mánaðarlaun;653-156-6 (Kjölur, BSRB og SÍS);01.01.2021;551.320;Y
Mánaðarlaun;653-156-8 (Kjölur, BSRB og SÍS);01.01.2021;561.722;Y
Mánaðarlaun;653-157-0 (Kjölur, BSRB og SÍS);01.01.2021;525.118;Y
Mánaðarlaun;653-157-10 (Kjölur, BSRB og SÍS);01.01.2021;577.630;Y
Mánaðarlaun;653-157-12 (Kjölur, BSRB og SÍS);01.01.2021;588.132;Y
Mánaðarlaun;653-157-14 (Kjölur, BSRB og SÍS);01.01.2021;598.635;Y
Mánaðarlaun;653-157-16 (Kjölur, BSRB og SÍS);01.01.2021;609.137;Y
Mánaðarlaun;653-157-2 (Kjölur, BSRB og SÍS);01.01.2021;535.620;Y
Mánaðarlaun;653-157-4 (Kjölur, BSRB og SÍS);01.01.2021;546.123;Y
Mánaðarlaun;653-157-6 (Kjölur, BSRB og SÍS);01.01.2021;556.625;Y
Mánaðarlaun;653-157-8 (Kjölur, BSRB og SÍS);01.01.2021;567.127;Y
Mánaðarlaun;653-158-0 (Kjölur, BSRB og SÍS);01.01.2021;530.179;Y
Mánaðarlaun;653-158-10 (Kjölur, BSRB og SÍS);01.01.2021;583.197;Y
Mánaðarlaun;653-158-12 (Kjölur, BSRB og SÍS);01.01.2021;593.800;Y
Mánaðarlaun;653-158-14 (Kjölur, BSRB og SÍS);01.01.2021;604.404;Y
Mánaðarlaun;653-158-16 (Kjölur, BSRB og SÍS);01.01.2021;615.008;Y
Mánaðarlaun;653-158-2 (Kjölur, BSRB og SÍS);01.01.2021;540.783;Y
Mánaðarlaun;653-158-4 (Kjölur, BSRB og SÍS);01.01.2021;551.386;Y
Mánaðarlaun;653-158-6 (Kjölur, BSRB og SÍS);01.01.2021;561.990;Y
Mánaðarlaun;653-158-8 (Kjölur, BSRB og SÍS);01.01.2021;572.593;Y
Mánaðarlaun;653-159-0 (Kjölur, BSRB og SÍS);01.01.2021;535.296;Y
Mánaðarlaun;653-159-10 (Kjölur, BSRB og SÍS);01.01.2021;588.826;Y
Mánaðarlaun;653-159-12 (Kjölur, BSRB og SÍS);01.01.2021;599.532;Y
Mánaðarlaun;653-159-14 (Kjölur, BSRB og SÍS);01.01.2021;610.237;Y
Mánaðarlaun;653-159-16 (Kjölur, BSRB og SÍS);01.01.2021;620.943;Y
Mánaðarlaun;653-159-2 (Kjölur, BSRB og SÍS);01.01.2021;546.002;Y
Mánaðarlaun;653-159-4 (Kjölur, BSRB og SÍS);01.01.2021;556.708;Y
Mánaðarlaun;653-159-6 (Kjölur, BSRB og SÍS);01.01.2021;567.414;Y
Mánaðarlaun;653-159-8 (Kjölur, BSRB og SÍS);01.01.2021;578.120;Y
Mánaðarlaun;653-160-0 (Kjölur, BSRB og SÍS);01.01.2021;540.470;Y
Mánaðarlaun;653-160-10 (Kjölur, BSRB og SÍS);01.01.2021;594.517;Y
Mánaðarlaun;653-160-12 (Kjölur, BSRB og SÍS);01.01.2021;605.326;Y
Mánaðarlaun;653-160-14 (Kjölur, BSRB og SÍS);01.01.2021;616.136;Y
Mánaðarlaun;653-160-16 (Kjölur, BSRB og SÍS);01.01.2021;626.945;Y
Mánaðarlaun;653-160-2 (Kjölur, BSRB og SÍS);01.01.2021;551.279;Y
Mánaðarlaun;653-160-4 (Kjölur, BSRB og SÍS);01.01.2021;562.089;Y
Mánaðarlaun;653-160-6 (Kjölur, BSRB og SÍS);01.01.2021;572.898;Y
Mánaðarlaun;653-160-8 (Kjölur, BSRB og SÍS);01.01.2021;583.708;Y
Mánaðarlaun;653-161-0 (Kjölur, BSRB og SÍS);01.01.2021;545.699;Y
Mánaðarlaun;653-161-10 (Kjölur, BSRB og SÍS);01.01.2021;600.269;Y
Mánaðarlaun;653-161-12 (Kjölur, BSRB og SÍS);01.01.2021;611.183;Y
Mánaðarlaun;653-161-14 (Kjölur, BSRB og SÍS);01.01.2021;622.097;Y
Mánaðarlaun;653-161-16 (Kjölur, BSRB og SÍS);01.01.2021;633.011;Y
Mánaðarlaun;653-161-2 (Kjölur, BSRB og SÍS);01.01.2021;556.613;Y
Mánaðarlaun;653-161-4 (Kjölur, BSRB og SÍS);01.01.2021;567.527;Y
Mánaðarlaun;653-161-6 (Kjölur, BSRB og SÍS);01.01.2021;578.441;Y
Mánaðarlaun;653-161-8 (Kjölur, BSRB og SÍS);01.01.2021;589.355;Y
Mánaðarlaun;653-162-0 (Kjölur, BSRB og SÍS);01.01.2021;550.988;Y
Mánaðarlaun;653-162-10 (Kjölur, BSRB og SÍS);01.01.2021;606.087;Y
Mánaðarlaun;653-162-12 (Kjölur, BSRB og SÍS);01.01.2021;617.107;Y
Mánaðarlaun;653-162-14 (Kjölur, BSRB og SÍS);01.01.2021;628.126;Y
Mánaðarlaun;653-162-16 (Kjölur, BSRB og SÍS);01.01.2021;639.146;Y
Mánaðarlaun;653-162-2 (Kjölur, BSRB og SÍS);01.01.2021;562.008;Y
Mánaðarlaun;653-162-4 (Kjölur, BSRB og SÍS);01.01.2021;573.028;Y
Mánaðarlaun;653-162-6 (Kjölur, BSRB og SÍS);01.01.2021;584.047;Y
Mánaðarlaun;653-162-8 (Kjölur, BSRB og SÍS);01.01.2021;595.067;Y
Mánaðarlaun;653-163-0 (Kjölur, BSRB og SÍS);01.01.2021;556.333;Y
Mánaðarlaun;653-163-10 (Kjölur, BSRB og SÍS);01.01.2021;611.966;Y
Mánaðarlaun;653-163-12 (Kjölur, BSRB og SÍS);01.01.2021;623.093;Y
Mánaðarlaun;653-163-14 (Kjölur, BSRB og SÍS);01.01.2021;634.220;Y
Mánaðarlaun;653-163-16 (Kjölur, BSRB og SÍS);01.01.2021;645.346;Y
Mánaðarlaun;653-163-2 (Kjölur, BSRB og SÍS);01.01.2021;567.460;Y
Mánaðarlaun;653-163-4 (Kjölur, BSRB og SÍS);01.01.2021;578.586;Y
Mánaðarlaun;653-163-6 (Kjölur, BSRB og SÍS);01.01.2021;589.713;Y
Mánaðarlaun;653-163-8 (Kjölur, BSRB og SÍS);01.01.2021;600.840;Y
Mánaðarlaun;653-164-0 (Kjölur, BSRB og SÍS);01.01.2021;561.738;Y
Mánaðarlaun;653-164-10 (Kjölur, BSRB og SÍS);01.01.2021;617.912;Y
Mánaðarlaun;653-164-12 (Kjölur, BSRB og SÍS);01.01.2021;629.147;Y
Mánaðarlaun;653-164-14 (Kjölur, BSRB og SÍS);01.01.2021;640.381;Y
Mánaðarlaun;653-164-16 (Kjölur, BSRB og SÍS);01.01.2021;651.616;Y
Mánaðarlaun;653-164-2 (Kjölur, BSRB og SÍS);01.01.2021;572.973;Y
Mánaðarlaun;653-164-4 (Kjölur, BSRB og SÍS);01.01.2021;584.208;Y
Mánaðarlaun;653-164-6 (Kjölur, BSRB og SÍS);01.01.2021;595.442;Y
Mánaðarlaun;653-164-8 (Kjölur, BSRB og SÍS);01.01.2021;606.677;Y
Mánaðarlaun;653-165-0 (Kjölur, BSRB og SÍS);01.01.2021;567.202;Y
Mánaðarlaun;653-165-10 (Kjölur, BSRB og SÍS);01.01.2021;623.922;Y
Mánaðarlaun;653-165-12 (Kjölur, BSRB og SÍS);01.01.2021;635.266;Y
Mánaðarlaun;653-165-14 (Kjölur, BSRB og SÍS);01.01.2021;646.610;Y
Mánaðarlaun;653-165-16 (Kjölur, BSRB og SÍS);01.01.2021;657.954;Y
Mánaðarlaun;653-165-2 (Kjölur, BSRB og SÍS);01.01.2021;578.546;Y
Mánaðarlaun;653-165-4 (Kjölur, BSRB og SÍS);01.01.2021;589.890;Y
Mánaðarlaun;653-165-6 (Kjölur, BSRB og SÍS);01.01.2021;601.234;Y
Mánaðarlaun;653-165-8 (Kjölur, BSRB og SÍS);01.01.2021;612.578;Y
Mánaðarlaun;653-166-0 (Kjölur, BSRB og SÍS);01.01.2021;572.726;Y
Mánaðarlaun;653-166-10 (Kjölur, BSRB og SÍS);01.01.2021;629.999;Y
Mánaðarlaun;653-166-12 (Kjölur, BSRB og SÍS);01.01.2021;641.453;Y
Mánaðarlaun;653-166-14 (Kjölur, BSRB og SÍS);01.01.2021;652.908;Y
Mánaðarlaun;653-166-16 (Kjölur, BSRB og SÍS);01.01.2021;664.362;Y
Mánaðarlaun;653-166-2 (Kjölur, BSRB og SÍS);01.01.2021;584.181;Y
Mánaðarlaun;653-166-4 (Kjölur, BSRB og SÍS);01.01.2021;595.635;Y
Mánaðarlaun;653-166-6 (Kjölur, BSRB og SÍS);01.01.2021;607.090;Y
Mánaðarlaun;653-166-8 (Kjölur, BSRB og SÍS);01.01.2021;618.544;Y
Mánaðarlaun;653-167-0 (Kjölur, BSRB og SÍS);01.01.2021;580.088;Y
Mánaðarlaun;653-167-10 (Kjölur, BSRB og SÍS);01.01.2021;638.097;Y
Mánaðarlaun;653-167-12 (Kjölur, BSRB og SÍS);01.01.2021;649.699;Y
Mánaðarlaun;653-167-14 (Kjölur, BSRB og SÍS);01.01.2021;661.300;Y
Mánaðarlaun;653-167-16 (Kjölur, BSRB og SÍS);01.01.2021;672.902;Y
Mánaðarlaun;653-167-2 (Kjölur, BSRB og SÍS);01.01.2021;591.690;Y
